batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Deccan Chargers,Mumbai Indians,Mumbai,15,52,10,156,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,178,90,7,206,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Port Elizabeth,6,3,3,142,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,56,62,9,144,15.236554524980507,1.4496487206164133,0
Gujarat Titans,Lucknow Super Giants,Mumbai,123,90,8,162,15.236554524980507,1.0880077369439072,1
Punjab Kings,Royal Challengers Bengaluru,Dharamsala,98,75,8,182,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,78,26,6,190,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,128,109,9,132,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Mumbai,159,107,10,171,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,111,94,9,139,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Lucknow Super Giants,Lucknow,160,97,10,197,15.236554524980507,1.1194029850746268,1
Rajasthan Royals,Mumbai Indians,Mumbai,124,118,10,126,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,96,90,8,135,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,126,77,9,183,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,15,12,7,177,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,178,101,9,195,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,129,101,9,147,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Rajasthan Royals,Mumbai,46,19,4,208,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Punjab Kings,Jaipur,132,72,8,209,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Jaipur,32,13,4,128,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,113,51,8,186,15.236554524980507,1.263823064770932,0
Chennai Super Kings,Pune Warriors,Chennai,37,29,5,136,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Deccan Chargers,Centurion,20,9,6,149,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,70,42,8,202,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Chennai Super Kings,Dubai,60,29,4,157,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,35,16,5,135,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kolkata Knight Riders,Kolkata,111,75,8,155,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Jaipur,136,94,8,167,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Mumbai,140,91,10,188,15.236554524980507,1.4496487206164133,1
Pune Warriors,Royal Challengers Bangalore,Pune,100,89,7,139,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai,55,39,9,150,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,21,3,3,157,15.236554524980507,1.0055304172951232,0
Sunrisers Hyderabad,Gujarat Titans,Ahmedabad,107,49,3,189,15.236554524980507,1.0055304172951232,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,52,42,8,134,53.52351834375001,1.4496487206164133,0
Rajasthan Royals,Chennai Super Kings,Chennai,80,46,6,158,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Rajasthan Royals,Mumbai,136,98,9,171,30.874925603305783,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Delhi,118,85,8,163,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Rajasthan Royals,Ahmedabad,16,31,6,143,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,151,104,10,177,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,1,7,6,146,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Durban,11,7,3,134,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Bangalore,75,57,8,164,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Rajasthan Royals,Hyderabad,107,103,10,129,15.236554524980507,1.4496487206164133,0
Pune Warriors,Kolkata Knight Riders,Pune,75,31,5,153,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Kolkata Knight Riders,Mumbai,42,32,5,151,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,57,56,10,157,15.236554524980507,1.4496487206164133,1
Pune Warriors,Mumbai Indians,Mumbai,104,49,5,184,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Chennai Super Kings,Chennai,104,32,5,223,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,127,85,9,166,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Punjab Kings,New Chandigarh,72,98,9,102,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,75,33,5,206,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,6,14,7,126,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,145,87,9,180,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,27,20,7,156,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,128,59,8,219,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,164,105,8,175,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Cuttack,143,84,9,188,15.236554524980507,1.2403396622459688,1
Kings XI Punjab,Rising Pune Supergiant,Indore,134,98,9,165,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Lucknow Super Giants,Lucknow,61,34,6,169,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,37,23,5,130,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Gujarat Titans,Jaipur,45,48,10,210,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,126,60,6,208,57.97507364814815,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Ahmedabad,30,15,6,161,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Delhi Capitals,Dubai,26,11,6,174,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Delhi,43,68,8,111,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,85,78,9,148,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Delhi Capitals,Ahmedabad,46,28,8,204,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,136,109,10,142,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Delhi Daredevils,Delhi,95,35,7,232,15.236554524980507,1.4496487206164133,1
Pune Warriors,Chennai Super Kings,Chennai,95,70,6,143,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bengaluru,Bengaluru,187,119,10,187,15.236554524980507,1.1362201742204265,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,10,9,7,164,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Delhi Daredevils,Chandigarh,133,98,8,159,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Jaipur,66,45,9,180,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Mumbai Indians,Hyderabad,95,86,9,136,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Pune Warriors,Pune,69,72,8,126,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Centurion,94,98,10,108,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Deccan Chargers,Cape Town,171,103,9,185,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiant,Kolkata Knight Riders,Kolkata,25,38,7,156,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Hyderabad,91,69,9,138,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Mumbai Indians,Mumbai,112,59,9,206,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Kings XI Punjab,Visakhapatnam,139,95,10,173,15.236554524980507,1.4496487206164133,0
Gujarat Titans,Delhi Capitals,Delhi,128,98,9,163,15.236554524980507,0.9609224855861628,1
Punjab Kings,Royal Challengers Bengaluru,Dharamsala,71,62,7,182,57.60461666666667,2.2383883603805264,1
Delhi Capitals,Kolkata Knight Riders,Visakhapatnam,84,64,6,167,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Deccan Chargers,Kimberley,16,6,3,169,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,-1,26,5,131,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Punjab Kings,Mumbai,146,71,7,210,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Durban,30,22,6,181,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Royal Challengers Bangalore,Pune,33,24,6,129,57.97507364814815,1.4496487206164133,1
Rajasthan Royals,Pune Warriors,Pune,63,68,8,126,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Royal Challengers Bangalore,Bangalore,23,9,7,187,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Lucknow Super Giants,Lucknow,152,116,10,162,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,165,90,8,195,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Gujarat Lions,Kanpur,147,89,8,198,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,138,87,9,166,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Chandigarh,50,30,8,176,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,114,74,9,173,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,21,41,5,106,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,74,31,5,192,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,103,49,6,181,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,163,107,10,167,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,70,79,9,150,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,55,36,6,163,57.97507364814815,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,72,26,7,207,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,79,86,10,126,15.236554524980507,1.4496487206164133,1
Kochi Tuskers Kerala,Mumbai Indians,Mumbai,57,31,10,185,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,44,19,8,177,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Lucknow Super Giants,Mumbai,152,95,8,190,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Rajasthan Royals,Jaipur,92,62,6,161,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Hyderabad,36,27,6,127,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,101,67,9,188,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,25,13,6,136,15.236554524980507,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Chennai,42,40,7,163,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Mumbai Indians,Mumbai,61,75,10,122,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Dharamsala,229,108,10,233,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Deccan Chargers,Chandigarh,42,18,5,191,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Pune Warriors,Delhi,97,70,9,173,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Delhi Daredevils,Delhi,64,35,6,183,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,80,6,1,213,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Hyderabad,26,20,6,176,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,37,34,7,138,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Abu Dhabi,89,43,8,196,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Royal Challengers Bangalore,Centurion,74,54,9,159,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,145,111,10,150,15.236554524980507,1.4496487206164133,1
Pune Warriors,Kochi Tuskers Kerala,Mumbai,25,9,4,149,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Chennai Super Kings,Dharamsala,87,88,10,121,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Durban,6,1,4,181,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,35,13,4,227,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Port Elizabeth,88,62,7,142,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,16,18,8,162,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,75,55,7,136,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Hyderabad,108,87,10,138,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,62,24,7,188,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,80,49,6,163,57.97507364814815,1.4496487206164133,1
Delhi Capitals,Gujarat Titans,Ahmedabad,62,103,9,93,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kings XI Punjab,Delhi,69,46,9,167,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Delhi Daredevils,Centurion,69,74,9,155,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,114,53,8,185,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Rajasthan Royals,Durban,23,9,4,144,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Rajasthan Royals,Jaipur,101,72,8,174,15.236554524980507,1.0880077369439072,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,108,97,8,134,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,122,67,6,206,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,42,25,7,186,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Navi Mumbai,146,111,9,157,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,30,22,6,133,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Sunrisers Hyderabad,Lucknow,16,18,5,190,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,173,114,10,177,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kings XI Punjab,Hyderabad,110,88,8,146,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Rajasthan Royals,Nagpur,83,61,8,158,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Daredevils,Delhi,140,97,10,197,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi,142,109,10,157,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Mumbai,109,70,9,184,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,99,55,7,166,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,Chennai,56,50,8,145,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Daredevils,Delhi,69,13,1,189,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,114,21,2,198,15.236554524980507,1.4496487206164133,1
Pune Warriors,Deccan Chargers,Pune,127,78,8,178,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Punjab Kings,Jaipur,62,27,6,220,15.236554524980507,1.0422094841063054,0
Deccan Chargers,Rajasthan Royals,Nagpur,128,93,9,158,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Royal Challengers Bangalore,Dubai,55,79,10,112,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,114,86,9,136,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Hyderabad,90,50,6,176,15.236554524980507,1.4496487206164133,1
Punjab Kings,Sunrisers Hyderabad,Mumbai,91,75,8,161,15.236554524980507,1.1398176291793314,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,22,28,7,139,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Kolkata,66,44,2,126,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Gujarat Titans,Ahmedabad,37,0,4,197,15.236554524980507,1.1362201742204265,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,47,5,6,241,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Chennai Super Kings,Mumbai,68,26,5,169,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Deccan Chargers,Bangalore,91,54,10,182,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Pune,139,76,9,178,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Mumbai Indians,Chennai,83,70,9,151,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,88,69,8,147,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Dharamsala,135,74,8,196,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Mumbai,77,68,7,134,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145,81,7,166,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,50,71,8,86,15.236554524980507,1.4496487206164133,1
Punjab Kings,Rajasthan Royals,Mohali,11,4,2,156,1.0764265306122451,1.4496487206164133,1
Punjab Kings,Kolkata Knight Riders,Dubai,140,99,10,166,55.704666833333334,1.5980823012385137,1
Delhi Daredevils,Chennai Super Kings,Chennai,77,81,7,113,15.236554524980507,1.4496487206164133,0
Gujarat Lions,Mumbai Indians,Mumbai,83,68,9,148,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,83,40,6,213,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Chennai Super Kings,Centurion,116,66,8,165,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rising Pune Supergiant,Bangalore,132,99,9,162,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,159,93,9,193,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,38,30,8,184,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Punjab Kings,Chennai,121,119,10,121,15.236554524980507,1.4496487206164133,0
Punjab Kings,Royal Challengers Bengaluru,Ahmedabad,24,4,3,185,57.60461666666667,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Mumbai,76,88,10,105,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,145,82,8,182,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Sunrisers Hyderabad,Pune,179,116,10,180,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,102,93,10,149,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,84,48,7,175,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Mumbai,163,100,9,178,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,103,74,9,161,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Rajasthan Royals,Mumbai,11,37,2,88,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Delhi,78,54,9,188,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Kanpur,1,11,8,155,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Mumbai Indians,New Chandigarh,142,81,9,209,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,35,36,9,139,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Rajasthan Royals,Hyderabad,46,46,9,129,15.236554524980507,1.4496487206164133,0
