,id,city,gender,pom,toss_decision,winner,team_type,won_by
1112,1112,Bangalore,male,AB de Villiers,field,Sunrisers Hyderabad,club,{'runs': 45}
1113,1113,Kolkata,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 6}
1114,1114,Rajkot,male,AJ Finch,bat,Rising Pune Supergiants,club,{'wickets': 7}
1115,1115,Delhi,male,A Mishra,field,Delhi Daredevils,club,{'wickets': 8}
1116,1116,Hyderabad,male,G Gambhir,bat,Sunrisers Hyderabad,club,{'wickets': 8}
1117,1117,Mumbai,male,AJ Finch,field,Gujarat Lions,club,{'wickets': 3}
1118,1118,Chandigarh,male,M Vohra,bat,Rising Pune Supergiants,club,{'wickets': 6}
1119,1119,Bangalore,male,Q de Kock,field,Delhi Daredevils,club,{'wickets': 7}
1120,1120,Hyderabad,male,DA Warner,field,Sunrisers Hyderabad,club,{'wickets': 7}
1121,1121,Chandigarh,male,RV Uthappa,field,Kolkata Knight Riders,club,{'wickets': 6}
1122,1122,Mumbai,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 6}
1123,1123,Rajkot,male,B Kumar,field,Sunrisers Hyderabad,club,{'wickets': 10}
1124,1124,Pune,male,AB de Villiers,field,Rising Pune Supergiants,club,{'runs': 13}
1125,1125,Delhi,male,SV Samson,field,Mumbai Indians,club,{'runs': 10}
1126,1126,Hyderabad,male,Mustafizur Rahman,field,Sunrisers Hyderabad,club,{'wickets': 5}
1127,1127,Rajkot,male,V Kohli,bat,Royal Challengers Bangalore,club,{'wickets': 6}
1128,1128,Pune,male,SA Yadav,field,Kolkata Knight Riders,club,{'wickets': 2}
1129,1129,Chandigarh,male,PA Patel,field,Kings XI Punjab,club,{'runs': 25}
1130,1130,Hyderabad,male,AB Dinda,field,Rising Pune Supergiants,club,{'runs': 34}
1131,1131,Delhi,male,CH Morris,field,Delhi Daredevils,club,{'runs': 1}
1132,1132,Mumbai,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 6}
1133,1133,Pune,male,DR Smith,field,Gujarat Lions,club,{'wickets': 3}
1134,1134,Delhi,male,CR Brathwaite,field,Kolkata Knight Riders,club,{'runs': 27}
1135,1135,Hyderabad,male,DA Warner,field,Royal Challengers Bangalore,club,{'runs': 15}
1136,1136,Rajkot,male,AR Patel,field,Gujarat Lions,club,{'runs': 23}
1137,1137,Pune,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 8}
1138,1138,Bangalore,male,AD Russell,field,Kolkata Knight Riders,club,{'wickets': 5}
1139,1139,Rajkot,male,RR Pant,field,Delhi Daredevils,club,{'wickets': 8}
1140,1140,Kolkata,male,AD Russell,field,Kings XI Punjab,club,{'runs': 7}
1141,1141,Delhi,male,AM Rahane,field,Rising Pune Supergiants,club,{'wickets': 7}
1142,1142,Hyderabad,male,B Kumar,field,Sunrisers Hyderabad,club,{'wickets': 5}
1143,1143,Bangalore,male,V Kohli,field,Royal Challengers Bangalore,club,{'wickets': 7}
1144,1144,Chandigarh,male,MP Stoinis,field,Delhi Daredevils,club,{'runs': 9}
1145,1145,Visakhapatnam,male,A Nehra,field,Mumbai Indians,club,{'runs': 85}
1146,1146,Kolkata,male,P Kumar,field,Gujarat Lions,club,{'wickets': 5}
1147,1147,Chandigarh,male,SR Watson,field,Kings XI Punjab,club,{'runs': 1}
1148,1148,Visakhapatnam,male,A Zampa,bat,Sunrisers Hyderabad,club,{'runs': 4}
1149,1149,Bangalore,male,KH Pandya,field,Mumbai Indians,club,{'wickets': 6}
1150,1150,Hyderabad,male,CH Morris,field,Delhi Daredevils,club,{'wickets': 7}
1151,1151,Visakhapatnam,male,MP Stoinis,bat,Mumbai Indians,club,{'wickets': 7}
1152,1152,Bangalore,male,AB de Villiers,field,Gujarat Lions,club,{'runs': 144}
1153,1153,Kolkata,male,YK Pathan,bat,Rising Pune Supergiants,club,{'wickets': 8}
1154,1154,Chandigarh,male,HM Amla,bat,Kings XI Punjab,club,{'wickets': 7}
1155,1155,Visakhapatnam,male,KH Pandya,field,Delhi Daredevils,club,{'runs': 80}
1156,1156,Kolkata,male,V Kohli,field,Royal Challengers Bangalore,club,{'wickets': 9}
1157,1157,Visakhapatnam,male,AB Dinda,field,Rising Pune Supergiants,club,{'runs': 19}
1158,1158,Bangalore,male,V Kohli,field,Kings XI Punjab,club,{'runs': 82}
1159,1159,Kanpur,male,DR Smith,field,Gujarat Lions,club,{'wickets': 6}
1160,1160,Raipur,male,KK Nair,field,Delhi Daredevils,club,{'wickets': 6}
1161,1161,Visakhapatnam,male,MS Dhoni,bat,Kings XI Punjab,club,{'wickets': 4}
1162,1162,Kanpur,male,SK Raina,field,Gujarat Lions,club,{'wickets': 6}
1163,1163,Kolkata,male,YK Pathan,field,Sunrisers Hyderabad,club,{'runs': 22}
1164,1164,Raipur,male,V Kohli,field,Royal Challengers Bangalore,club,{'wickets': 6}
1165,1165,Bangalore,male,AB de Villiers,field,Royal Challengers Bangalore,club,{'wickets': 4}
1166,1166,Delhi,male,MC Henriques,field,Kolkata Knight Riders,club,{'runs': 22}
1167,1167,Delhi,male,DA Warner,field,Sunrisers Hyderabad,club,{'wickets': 4}
1168,1168,Bangalore,male,BCJ Cutting,bat,Sunrisers Hyderabad,club,{'runs': 8}
